location,area,price,price_currency,status,new/resale,price_negotiable,description,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Car Parking,Vaastu Compliant,Golf Course,Intercom,Indoor Games,Maintenance Staff,Multipurpose Room,ATM,Cafeteria,Staff Quarter,Hospital,School,Shopping Mall
Hinjewadi,2850,19000000,INR,0.0,1,0,It has an area of 2850 sqft with a carpet area of 1750 sqft . The property is available at a price of Rs. 1.90 cr . It is an unfurnished property. It is east facing property. This residential complex is under-construction as of now. . Kindly call us for details. ,east,0,0,1,1,0,1,1,1,1,1,0,0,8.0,8.048672319734793,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gahunje,5000,31000000,INR,0.0,1,0,"This spacious 4 bhk villa is available for sale and is located in Lodha Group Lodha Belmondo, one of the most prestigious projects of Gahunje. It has an area of 5000 sqft with a carpet area of 2368 sqft . The property is available at a price of Rs. 3.10 cr . It is a semi-furnished property. It has power backup as well as intercom. The project also has gymnasium, children's play area, cctv, swimming pool, gated community and club house. It is facing east direction. It is a 4 year old ready-to-move-in property. The site is in close proximity to various civic utilities. ",east,0,4,1,1,1,1,1,1,1,1,1,1,7.4,8.013236419092896,42.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Baner,3800,65100000,INR,0.0,0,0,"Well designed 4 bhk villa is available at a prime location in Paranjape Schemes Vasant Vihar. It has a built-up area of 3800 sqft and is priced at Rs. 6.51 cr . It is a semi-furnished property. It has cctv. Other amenities include power backup, swimming pool, children's_play_area and club_house. Its main door is facing east direction. It is a 10 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",east,0,9,1,1,1,1,1,1,1,1,1,0,9.1,7.8,35.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakad,1650,18000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in RK Lunkad Housing Company Nisarg City 2, Wakad. It has a built-up area of 1650 sqft and is priced at Rs. 1.80 cr . It is a semi-furnished property. It has 1 tv, 1 washing machine, 1 dining table and 1 ac. It also has 1 bed. It is facing west direction. It is a 14 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",west,0,14,0,0,0,1,0,0,0,0,0,0,9.4,7.2,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinjewadi,2450,21200000,INR,0.0,0,0,"It has an area of 2450 sqft with a carpet area of 1550 sqft . The property is available at a price of Rs. 2.12 cr . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",east,1,2,0,1,0,1,1,1,1,1,0,0,8.0,8.048672319734793,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talegaon Dabhade,1700,9500000,INR,0.0,0,0,"A spacious 3 bhk villa is available for sale in Namrata Group Lilavati Greens Villa, Talegaon Dabhade, Pune. It has an area of 1700 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 95.00 lac . The house is unfurnished. It has gated_community as well as intercom. The project also has children's play area, club house, sports facility, lift available, gymnasium, cctv, power backup and community_hall. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",west,0,5,1,1,1,1,1,1,1,1,1,0,8.0,8.2,35.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,2000,52500000,INR,0.0,0,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Tungarli. It has a built-up area of 2000 sqft and is priced at Rs. 5.25 cr . The house is semi-furnished. It has 1 refrigerator, 1 sofa, 1 sofa and 1 dining table. It also has 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",unknown,0,0,0,1,0,1,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magarpatta,10000,130000000,INR,1.0,0,0,"A spacious 8 bhk villa is available for sale in Magarpatta, Pune. It has a salable area of 10000 sqft and is available at a price of Rs. 13,000 per sqft. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",unknown,1,6,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wanowrie,8400,124900000,INR,0.0,0,0,"It’s a 7 bhk villa situated in Suma Shilp Padma Vilas Enclave, Wanowrie, Pune. It has an area of 8400 sqft with a carpet area of 4300 sqft . The property is available at a price of Rs. 12.49 cr . It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is a ready-to-move-in property. It is well connected to the city areas. ",east,1,0,0,1,1,1,1,1,1,0,1,0,8.8,8.2,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vadgaon Budruk,2700,22500000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Pinnacle Group Cottage Close Villa, Vadgaon Budruk, Pune. It has a salable area of 2700 sqft and is available at a price of Rs. 8,333 per sqft. It is a furnished property. It has 1 sofa, 1 sofa, 1 gas connection and 1 ac. It also has 1 bed. It is north facing property. It is a 7 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",north,1,7,0,1,1,1,1,1,1,1,1,0,8.1,7.8,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hadapsar,2400,36000000,INR,1.0,0,0,"A 4 bhk property is available for sale in Amar Builders Pune Cottage, Hadapsar, Pune. The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",west,0,14,1,1,0,0,0,1,1,0,0,0,9.4,7.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chikhali,1500,8500000,INR,0.0,0,0,"It’s a 2 bhk villa situated in Chikhali, Pune. It is a semi-furnished property. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Kindly call us for details. ",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.03914809828561,185.94480956387795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wakad,3200,45000000,INR,0.0,0,0,"A spacious 4 bhk villa is available for sale in Kolte Patil Developers Pink City, Wakad, Pune. It has a built-up area of 3200 sqft and is priced at Rs. 4.50 cr . It is an unfurnished property. It is east facing property. It is situated in the proximity of all the important facilities. Contact us for more details. ",east,0,17,1,1,1,1,1,1,1,1,0,0,9.4,8.8,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baner,3030,32500000,INR,1.0,0,0,"Well designed 4 bhk villa is available at a prime location in Rohan Builders And Developers Yogi Park. It has a built-up area of 3030 sqft and is priced at Rs. 3.25 cr . This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",unknown,1,12,0,1,0,0,0,0,0,0,0,0,9.1,7.2,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tungarli,3450,28000000,INR,0.0,0,0,"It’s a 3 bhk villa situated in Tungarli, Pune. It has a built-up area of 3450 sqft and is priced at Rs. 2.80 cr . This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",unknown,1,0,0,0,0,0,0,0,0,0,0,0,8.015749047339035,8.0400404713278,186.29270929935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pimple Saudagar,1800,15000002,INR,0.0,0,0,"A 2 bhk property is available for sale in Siddhivinayak Groups Shubhashree Wood, Pimple Saudagar, Pune. It has an area of 1800 sqft with a carpet area of 1400 sqft . The property is available at a price of Rs. 1.50 cr . It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",east,1,10,1,1,1,1,1,1,1,1,1,0,8.024576253385764,8.1,35.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lohegaon,1861,20000000,INR,0.0,1,0,"It’s a 3 bhk villa situated in Pride Housing World City, Lohegaon, Pune. It has a built-up area of 1861 sqft and is priced at Rs. 2.00 cr . The house is unfurnished. It has gated_community as well as children's play area. The project also has swimming pool, club house, community hall, cctv, power backup, intercom, gymnasium and lift available. It is facing east direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",east,0,0,1,1,1,1,1,1,1,1,1,0,8.0,8.2,27.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Manjari,1885,10500000,INR,0.0,0,0,"A 3 bhk property is available for sale in Magnus Realty Manjri Greens 5, Manjari, Pune. It has an area of 1885 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 1.05 cr . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has lift available. Other amenities include intercom, community_hall, gated_community, sports_facility, power backup, swimming pool, cctv, children's play area and club house. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",east,1,7,1,1,1,1,1,1,1,1,1,0,8.2,8.2,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kothrud,2500,35000000,INR,0.0,0,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Kothrud. It has an area of 2500 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 3.50 cr . It is a semi-furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",east,0,0,1,1,0,1,1,1,1,1,0,0,9.2,8.107141338165968,212.4724537848433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maval,2800,25000000,INR,0.0,0,0,"A spacious 3 bhk villa is available for sale in Puraniks Builders Sayama, Maval, Pune. The house is furnished. Furnishings include 1 sofa, 1 dining table, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ",east,1,5,0,1,1,1,1,1,1,1,1,1,5.3,7.4,54.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gultekdi,2200,28000000,INR,1.0,0,0,"3 BHK Villa for sale in Gultekdi, Pune with modern-day amenities. The Villa is in Gultekdi which is a promising investment destination in Pune. This might be your chance to grab the best 3 BHK property for sale in Gultekdi. The built-up area is 2200 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Apollo Spectra Hospitals, Southern Command Hospital, and Siddharth Hospital. The city's best schools like Hutchings High School & Junior College, Muktangan English School & Junior College, and Kendriya Vidyalaya are also near this housing project",unknown,0,0,0,0,0,0,0,0,0,0,0,0,8.9,8.090143028195879,205.840542729602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baner,2400,29700000,INR,0.0,1,0,"It has a built-up area of 2400 sqft and is priced at Rs. 2.97 cr . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",unknown,0,0,1,1,0,1,1,1,1,1,0,0,9.1,8.101475234842605,210.26181676642955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravet,3500,12500000,INR,0.0,0,0,"A 4 bhk property is available for sale in Krishna Rama Properties Sai Dwarka, Ravet, Pune. It is an unfurnished property. It has cctv as well as water supply. The project also has children's play area and club house. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",east,0,0,1,1,0,1,1,1,1,1,0,1,8.1,8.044814201608972,188.15544658229172,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinjewadi,3888,17500000,INR,0.0,0,0,It has a built-up area of 3888 sqft and is priced at Rs. 1.75 cr . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,unknown,0,2,0,1,0,1,1,1,1,0,0,0,8.0,8.048672319734793,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhanori,1900,12000000,INR,0.0,0,0,This spacious 3 bhk villa is available for sale and is located in the heart of Dhanori. It has an area of 1900 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 1.20 cr . The house is furnished. It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ,west,1,0,1,1,0,1,1,1,1,1,0,0,8.4,8.061812511579063,194.78735763753306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"Well designed 4 bhk villa is available at a prime location in Gera Developments Planet Of Joy. It has an area of 1463 sqft . The property is available at a price of Rs. 1.60 cr . It is an unfurnished property. It has community buildings. Other amenities include fire sprinklers, street lighting, storm water drains, energy management, children's play area, club house, kid's pool, rain water harvesting and aggregate area of recreational open space. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"It has an area of 1463 sqft . The property is available at a price of Rs. 1.60 cr . It has aggregate area of recreational open space as well as football field. The project also has sewerage (chamber, lines, septic tank , stp) :, reflexology park, kid's pool, community buildings, senior citizen siteout, open parking, children's play area and gated community. It is an under-construction property and is expected to get completed by 31/12/2025. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"It has a built-up area of 1463 sqft and is priced at Rs. 1.60 cr . It is an under-construction property and is expected to get completed by 31/12/2025. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"A 4 bhk property is available for sale in Gera Developments Planet Of Joy, Wagholi, Pune. It has an area of 1463 sqft . The property is available at a price of Rs. 1.60 cr . It is an unfurnished property. It has gated community. Other amenities include footpaths/pedestrian, children's play area, storm water drains, club house, entrance lobby, meter room, solid waste management and disposal, 24x7 water supply and sewage treatment plant. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagholi,1463,16000000,INR,0.0,1,0,"It has a built-up area of 1463 sqft and is priced at Rs. 1.60 cr . It is an unfurnished property. It has 24x7 water supply as well as children's play area. The project also has community buildings, landscape garden and tree planting, energy management, fire sprinklers, rain water harvesting, internal roads, storm water drains and meter room. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. Contact us for more details. ",unknown,0,0,1,0,0,1,1,0,0,0,0,0,8.0,8.04743496441555,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kondhwa,2500,32500000,INR,1.0,0,0,"A 4 bhk property is available for sale in Kolte Patil Developers Rose Parade, Kondhwa, Pune. It has a salable area of 2500 sqft and is available at a price of Rs. 13,000 per sqft. The house is furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",unknown,1,14,1,1,1,1,1,1,1,0,1,0,8.8,8.7,32.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Baner,8800,110000000,INR,1.0,0,0,"A 5 bhk property is available for sale in Pallod Properties Farms, Baner, Pune. It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",unknown,1,12,0,1,1,0,0,0,0,0,0,0,9.1,7.0,123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sopan Baug,1650,32500000,INR,0.0,0,0,"The house is furnished. It has 1 tv, 1 dining table, 1 ac and 1 bed. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",east,1,10,1,1,1,1,1,0,1,1,1,0,9.0,8.5,28.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
